Itmcd,district,rate
ST1-083,AMPARA DISTRICT,1890.35
ST1-084,AMPARA DISTRICT,2520.5
ST1-085,AMPARA DISTRICT,403.3
ST1-086,AMPARA DISTRICT,266.5
ST1-087,AMPARA DISTRICT,469.4
ST1-088,AMPARA DISTRICT,280.3
ST1-089,AMPARA DISTRICT,319.2
ST1-090,AMPARA DISTRICT,1266.95
ST1-091,AMPARA DISTRICT,997.1
ST1-092,AMPARA DISTRICT,1273.55
ST1-093,AMPARA DISTRICT,2287.45
ST1-094,AMPARA DISTRICT,112.85
ST1-095,AMPARA DISTRICT,4379.85
ST1-096,AMPARA DISTRICT,6154.6
ST1-097,AMPARA DISTRICT,27299.4
ST1-098,AMPARA DISTRICT,1051.5
ST1-099,AMPARA DISTRICT,1354.6
ST1-099A,AMPARA DISTRICT,921.2
ST1-100,AMPARA DISTRICT,1861.95
ST1-101,AMPARA DISTRICT,3682.4
ST1-102,AMPARA DISTRICT,735.35
ST1-103,AMPARA DISTRICT,406.55
ST1-104,AMPARA DISTRICT,2673.3
ST1-105,AMPARA DISTRICT,1470.35
ST1-106,AMPARA DISTRICT,2116.15
ST1-107,AMPARA DISTRICT,70518.7
ST1-108,AMPARA DISTRICT,79069.05
ST1-109,AMPARA DISTRICT,45778.85
ST1-110,AMPARA DISTRICT,48923.05
ST1-111,AMPARA DISTRICT,1254.2
ST1-112,AMPARA DISTRICT,2171.7
ST1-113,AMPARA DISTRICT,3734.45
ST1-114,AMPARA DISTRICT,84.1
ST1-115,AMPARA DISTRICT,7613.45
ST1-116,AMPARA DISTRICT,8238.5
ST1-117,AMPARA DISTRICT,16899.8
"ST1-050, DEPENDING ON THE STRUCTURAL LOCATION.",AMPARA DISTRICT,1195.85
ST1-118,AMPARA DISTRICT,1195.85
ST1-119,AMPARA DISTRICT,341.2
ST1-120,AMPARA DISTRICT,1716
ST1-121,AMPARA DISTRICT,2443.3
ST1-122,AMPARA DISTRICT,2830.7
ST1-123,AMPARA DISTRICT,203.95
ST1-124,AMPARA DISTRICT,78.5
ST1-125,AMPARA DISTRICT,127.1
ST1-126,AMPARA DISTRICT,193.15
ST1-127,AMPARA DISTRICT,23614.5
ST1-128,AMPARA DISTRICT,17480.65
ST1-129,AMPARA DISTRICT,12563.75
ST1-130,AMPARA DISTRICT,9611.95
ST1-131,AMPARA DISTRICT,13487.7
ST1-132,AMPARA DISTRICT,143.5
ST1-133,AMPARA DISTRICT,7230.9
ST1-134,AMPARA DISTRICT,59.3
ST1-135,AMPARA DISTRICT,3475.65
ST1-136,AMPARA DISTRICT,10791.5
ST1-137,AMPARA DISTRICT,4678.3
ST1-138,AMPARA DISTRICT,14461.75
ST1-139,AMPARA DISTRICT,287
ST1-140,AMPARA DISTRICT,10427
ST1-141,AMPARA DISTRICT,191.35
ST1-142,AMPARA DISTRICT,7820.25
ST1-143,AMPARA DISTRICT,143.5
ST1-144,AMPARA DISTRICT,5213.5
ST1-145,AMPARA DISTRICT,95.65
ST1-146,AMPARA DISTRICT,5853.65
ST1-147,AMPARA DISTRICT,2788.45
ST1-148,AMPARA DISTRICT,1945.55
ST1-149,AMPARA DISTRICT,1103.55
ST1-150,AMPARA DISTRICT,767.9
ST1-151,AMPARA DISTRICT,6004.85
RF1-001,AMPARA DISTRICT,95.55
RF1-002,AMPARA DISTRICT,1025.35
RF1-003,AMPARA DISTRICT,422.45
RF1-004,AMPARA DISTRICT,294.7
RF1-005,AMPARA DISTRICT,8928.9
RF1-006,AMPARA DISTRICT,5881.65
RF1-007,AMPARA DISTRICT,2192.9
RF1-008,AMPARA DISTRICT,1239.85
RF1-009,AMPARA DISTRICT,3113.65
RF1-009A,AMPARA DISTRICT,4594.7
RF1-010,AMPARA DISTRICT,787.15
RF1-011,AMPARA DISTRICT,3132.95
RS1-001,AMPARA DISTRICT,2218.25
RS1-002,AMPARA DISTRICT,527.45
RS1-003,AMPARA DISTRICT,3067.25
RS1-004,AMPARA DISTRICT,561.3
RS1-005,AMPARA DISTRICT,66.5
RS1-006,AMPARA DISTRICT,79.8
RS1-007,AMPARA DISTRICT,99.75
RS1-008,AMPARA DISTRICT,133
RS1-009,AMPARA DISTRICT,204.15
RS1-010,AMPARA DISTRICT,214.4
RS1-011,AMPARA DISTRICT,183.1
RS1-012,AMPARA DISTRICT,191.25
RS1-013,AMPARA DISTRICT,544.2
RS1-014,AMPARA DISTRICT,843.4
RS1-015,AMPARA DISTRICT,338.5
RS1-016,AMPARA DISTRICT,327.15
MS1-001,AMPARA DISTRICT,31001.15
MS1-002,AMPARA DISTRICT,430.25
MS1-003,AMPARA DISTRICT,502.8
MS1-004,AMPARA DISTRICT,383.2
MS1-005,AMPARA DISTRICT,3086.6
MS1-006,AMPARA DISTRICT,23303.75
MS1-007,AMPARA DISTRICT,1666.4
MS1-008,AMPARA DISTRICT,1721.55
MS1-009,AMPARA DISTRICT,80.85
MS1-010,AMPARA DISTRICT,2853.95
MS1-011,AMPARA DISTRICT,2999.55
MS1-012,AMPARA DISTRICT,2172.3
MS1-013,AMPARA DISTRICT,1564.35
MS1-014,AMPARA DISTRICT,1745.35
MS1-015,AMPARA DISTRICT,2569.6
MS1-016,AMPARA DISTRICT,2929.75
MS1-017,AMPARA DISTRICT,207.85
MS1-018,AMPARA DISTRICT,237.45
MS1-019,AMPARA DISTRICT,545.65
MS1-020,AMPARA DISTRICT,546.6
MS1-021,AMPARA DISTRICT,40.25
MS1-022,AMPARA DISTRICT,4.95
MS1-023,AMPARA DISTRICT,6.85
MS1-024,AMPARA DISTRICT,8.8
MS1-025,AMPARA DISTRICT,818
MS1-026,AMPARA DISTRICT,441.3
MS1-027,AMPARA DISTRICT,899.9
MS1-028,AMPARA DISTRICT,3414.7
MS1-029,AMPARA DISTRICT,1031.4
MS1-030,AMPARA DISTRICT,1473.45
MS1-031,AMPARA DISTRICT,366.25
MS1-032,AMPARA DISTRICT,1892.35
MS1-033,AMPARA DISTRICT,534.4
MS1-034,AMPARA DISTRICT,886.05
MS1-035,AMPARA DISTRICT,1302.55
MS1-036,AMPARA DISTRICT,1719.1
MS1-037,AMPARA DISTRICT,2135.6
MS1-038,AMPARA DISTRICT,4976.05
MS1-039,AMPARA DISTRICT,65.25
MS1-040,AMPARA DISTRICT,109.25
MS1-041,AMPARA DISTRICT,125.45
MS1-042,AMPARA DISTRICT,170.35
MS1-043,AMPARA DISTRICT,414.2
MS1-044,AMPARA DISTRICT,436.65
MS1-045,AMPARA DISTRICT,699.75
MS1-046,AMPARA DISTRICT,690.75
MS1-047,AMPARA DISTRICT,355
MS1-048,AMPARA DISTRICT,312.05
MS1-049,AMPARA DISTRICT,337.8
MS1-050,AMPARA DISTRICT,122.4
MS1-051,AMPARA DISTRICT,3457.3
MS1-052,AMPARA DISTRICT,3899.55
MS1-053,AMPARA DISTRICT,895.5
MS1-054,AMPARA DISTRICT,191.35
MS1-055,AMPARA DISTRICT,27.55
MS1-056,AMPARA DISTRICT,405
MS1-057,AMPARA DISTRICT,9397.45
MS1-058,AMPARA DISTRICT,9056.25
MS1-059,AMPARA DISTRICT,693.85
MS1-060,AMPARA DISTRICT,23773.1
MS1-061,AMPARA DISTRICT,671.6
MS1-062,AMPARA DISTRICT,6906.65
MS1-063,AMPARA DISTRICT,8394.6
MS1-064,AMPARA DISTRICT,10029.9
MS1-065,AMPARA DISTRICT,28730.25
MS1-066,AMPARA DISTRICT,1255.65
MS1-067,AMPARA DISTRICT,4535.65
MS1-068,AMPARA DISTRICT,6047.5
MS1-069,AMPARA DISTRICT,4836.65
MS1-070,AMPARA DISTRICT,7181.35
MS1-071,AMPARA DISTRICT,7.85
B0-001,BADULLA DISTRICT,3100
B0-002,BADULLA DISTRICT,2900
B0-003,BADULLA DISTRICT,2300
B0-004,BADULLA DISTRICT,2250
B0-101,BADULLA DISTRICT,100
B0-102,BADULLA DISTRICT,7774.45
B0-103,BADULLA DISTRICT,110
B0-104,BADULLA DISTRICT,4691.16
B0-105,BADULLA DISTRICT,17209.7
B0-106,BADULLA DISTRICT,2420.66
B0-107,BADULLA DISTRICT,4636.65
B0-108,BADULLA DISTRICT,4039.47
B0-109,BADULLA DISTRICT,9743.06
B0-110,BADULLA DISTRICT,39239.18
B0-111,BADULLA DISTRICT,21722.64
B0-112,BADULLA DISTRICT,7937.39
B0-113,BADULLA DISTRICT,32430.47
B0-114,BADULLA DISTRICT,49632.69
B0-115,BADULLA DISTRICT,37514.63
B0-116,BADULLA DISTRICT,39159.97
B0-116A,BADULLA DISTRICT,40370
B0-117,BADULLA DISTRICT,11507.41
B0-118,BADULLA DISTRICT,54.43
B0-118A,BADULLA DISTRICT,49.25
B0-119,BADULLA DISTRICT,55.63
B0-119A,BADULLA DISTRICT,55.96
B0-120,BADULLA DISTRICT,37.18
B0-120A,BADULLA DISTRICT,3.79
B0-120B,BADULLA DISTRICT,35.54
B0-121,BADULLA DISTRICT,49032.66
B0-121A,BADULLA DISTRICT,2908.02
B0-122,BADULLA DISTRICT,13318.68
B0-123,BADULLA DISTRICT,31657.17
B0-124,BADULLA DISTRICT,54550.93
B0-124A,BADULLA DISTRICT,44000.08
B0-125,BADULLA DISTRICT,137.11
B0-126,BADULLA DISTRICT,167.48
B0-127,BADULLA DISTRICT,198.34
B0-128,BADULLA DISTRICT,26315.21
B0-129,BADULLA DISTRICT,11994.63
B0-129A,BADULLA DISTRICT,11950.83
B0-130,BADULLA DISTRICT,240.84
B0-130A,BADULLA DISTRICT,82.05
B0-131,BADULLA DISTRICT,10823.72
B0-131A,BADULLA DISTRICT,10823.72
B0-131B,BADULLA DISTRICT,491.99
B0-132,BADULLA DISTRICT,2173.81
B0-133,BADULLA DISTRICT,2086.1
B0-133A,BADULLA DISTRICT,1128.79
B0-134,BADULLA DISTRICT,2788.62
B0-135,BADULLA DISTRICT,4127.71
B0-136,BADULLA DISTRICT,14165.02
B0-137,BADULLA DISTRICT,104.48
B0-138,BADULLA DISTRICT,1389.02
B0-139,BADULLA DISTRICT,1628.46
B0-140,BADULLA DISTRICT,2628.89
B0-141,BADULLA DISTRICT,6893.42
B0-142,BADULLA DISTRICT,21022.31
B0-143,BADULLA DISTRICT,2521.36
B0-144,BADULLA DISTRICT,12430.21
B0-145,BADULLA DISTRICT,19502.23
B0-146,BADULLA DISTRICT,12104.26
B0-146A,BADULLA DISTRICT,15930.35
B0-147,BADULLA DISTRICT,33724.61
B0-147A,BADULLA DISTRICT,19605.45
B0-148,BADULLA DISTRICT,266.81
B0-149,BADULLA DISTRICT,1918.3
B0-150,BADULLA DISTRICT,1918.3
B0-151,BADULLA DISTRICT,348.78
B0-151A,BADULLA DISTRICT,6945.41
B0-152,BADULLA DISTRICT,1918.3
B0-153,BADULLA DISTRICT,271.22
B0-154,BADULLA DISTRICT,8598.24
B0-155,BADULLA DISTRICT,12362.04
B0-156,BADULLA DISTRICT,7885.53
B0-157,BADULLA DISTRICT,679.05
B0-158,BADULLA DISTRICT,494.41
B0-159,BADULLA DISTRICT,6430.2
B0-160,BADULLA DISTRICT,3500
B0-161,BADULLA DISTRICT,7000
B0-162,BADULLA DISTRICT,3750
B0-201,BADULLA DISTRICT,1060.07
B0-202,BADULLA DISTRICT,706.71
B0-301,BADULLA DISTRICT,2120.14
B0-302,BADULLA DISTRICT,2536.64
B0-303,BADULLA DISTRICT,2402.83
B0-304,BADULLA DISTRICT,2176.14
B0-305,BADULLA DISTRICT,2566.04
B0-308A,BADULLA DISTRICT,4063.6
B0-309,BADULLA DISTRICT,3886.93
B0-310,BADULLA DISTRICT,3003.53
B0-311,BADULLA DISTRICT,3003.53
B0-312,BADULLA DISTRICT,2402.83
B0-313,BADULLA DISTRICT,3074.2
B0-314,BADULLA DISTRICT,3900.11
B0-315,BADULLA DISTRICT,3900.11
B0-316,BADULLA DISTRICT,3900.11
B0-331,BADULLA DISTRICT,6220.17
B0-332,BADULLA DISTRICT,6220.17
B0-340,BADULLA DISTRICT,19000
B0-351,BADULLA DISTRICT,202.97
B0-351A,BADULLA DISTRICT,202.97
B0-352,BADULLA DISTRICT,167.58
B0-353,BADULLA DISTRICT,166.72
B0-354,BADULLA DISTRICT,173.68
B0-355,BADULLA DISTRICT,210.91
B0-355A,BADULLA DISTRICT,210.91
B0-355B,BADULLA DISTRICT,208.91
B0-355C,BADULLA DISTRICT,208.91
B0-356,BADULLA DISTRICT,384.28
B0-357,BADULLA DISTRICT,250.43
B0-358,BADULLA DISTRICT,275
B0-359,BADULLA DISTRICT,120
B0-361A,BADULLA DISTRICT,19260
B0-361B,BADULLA DISTRICT,9037
B0-362,BADULLA DISTRICT,16986
B0-362A,BADULLA DISTRICT,18487
B0-362B,BADULLA DISTRICT,9172
B0-365,BADULLA DISTRICT,23868
B0-365A,BADULLA DISTRICT,23921
B0-366,BADULLA DISTRICT,15336
B0-366A,BADULLA DISTRICT,15151
B0-380,BADULLA DISTRICT,30333
B0-381,BADULLA DISTRICT,37640
B0-382,BADULLA DISTRICT,39030
B0-383,BADULLA DISTRICT,42300
B0-384,BADULLA DISTRICT,43660
B0-385,BADULLA DISTRICT,48000
B0-386,BADULLA DISTRICT,180
B0-387,BADULLA DISTRICT,1680
B0-388,BADULLA DISTRICT,350
B0-391,BADULLA DISTRICT,281.7
B0-392,BADULLA DISTRICT,133.15
B0-393,BADULLA DISTRICT,100
B0-394,BADULLA DISTRICT,125
B0-395,BADULLA DISTRICT,2473
B0-396,BADULLA DISTRICT,2276.75
B0-397,BADULLA DISTRICT,490
B0-401,BADULLA DISTRICT,2501.6
B0-411,BADULLA DISTRICT,248.3
B0-411A,BADULLA DISTRICT,240.88
B0-431,BADULLA DISTRICT,499.2
B0-432,BADULLA DISTRICT,570
B0-433,BADULLA DISTRICT,2058
B0-434,BADULLA DISTRICT,4290.5
B0-435,BADULLA DISTRICT,5507.75
B0-441,BADULLA DISTRICT,153
B0-442,BADULLA DISTRICT,2438
B0-443,BADULLA DISTRICT,2438
B0-444,BADULLA DISTRICT,2438
B0-445,BADULLA DISTRICT,2438
B0-446,BADULLA DISTRICT,1219
B0-446A,BADULLA DISTRICT,2438
B0-447,BADULLA DISTRICT,1219
B0-447A,BADULLA DISTRICT,1219
B0-441B,BADULLA DISTRICT,153
B0-442B,BADULLA DISTRICT,1500
B0-443B,BADULLA DISTRICT,2000
B0-444B,BADULLA DISTRICT,2500
B0-445B,BADULLA DISTRICT,3000
B0-446B,BADULLA DISTRICT,4250
B0-447B,BADULLA DISTRICT,1219
B0-448,BADULLA DISTRICT,2275
B0-449,BADULLA DISTRICT,1150
B0-449A,BADULLA DISTRICT,637.5
B0-450,BADULLA DISTRICT,4675
B0-451,BADULLA DISTRICT,6125
B0-452,BADULLA DISTRICT,5900
B0-453,BADULLA DISTRICT,1025
B0-454,BADULLA DISTRICT,2250
B0-455,BADULLA DISTRICT,154
B0-456,BADULLA DISTRICT,3600
B0-457,BADULLA DISTRICT,8050
B0-458,BADULLA DISTRICT,12450
B0-459,BADULLA DISTRICT,5650
B0-460,BADULLA DISTRICT,71.5
B0-461,BADULLA DISTRICT,84
B0-501,BADULLA DISTRICT,2054.3
B0-502,BADULLA DISTRICT,830.9
B0-503,BADULLA DISTRICT,1087.75
B0-504,BADULLA DISTRICT,167.7
B0-505,BADULLA DISTRICT,77.2
B0-506,BADULLA DISTRICT,3722.9
B0-507,BADULLA DISTRICT,1161.8
B0-508,BADULLA DISTRICT,12
B0-531,BADULLA DISTRICT,173.68
B0-534,BADULLA DISTRICT,364.45
B0-537,BADULLA DISTRICT,28.95
B0-541,BADULLA DISTRICT,2602.45
B0-542,BADULLA DISTRICT,1753.45
B0-543,BADULLA DISTRICT,2394
B0-544,BADULLA DISTRICT,2394
B0-545,BADULLA DISTRICT,3532.99
B0-546,BADULLA DISTRICT,3057.29
B0-547,BADULLA DISTRICT,3454.86
B0-548,BADULLA DISTRICT,3005.21
B0-601,BADULLA DISTRICT,454
B0-602,BADULLA DISTRICT,163.33
B0-611,BADULLA DISTRICT,2388.94
B0-612,BADULLA DISTRICT,405
B0-613,BADULLA DISTRICT,400
B0-614,BADULLA DISTRICT,132
B0-615,BADULLA DISTRICT,392.6
B0-616,BADULLA DISTRICT,3441.76
B0-631,BADULLA DISTRICT,300
B0-632,BADULLA DISTRICT,55.1
B0-632A,BADULLA DISTRICT,71.8
B0-633,BADULLA DISTRICT,160.95
B0-634,BADULLA DISTRICT,75
B0-635,BADULLA DISTRICT,90.55
B0-636,BADULLA DISTRICT,250
B0-636B,BADULLA DISTRICT,400
B0-636C,BADULLA DISTRICT,4761.1
B0-636D,BADULLA DISTRICT,6851.95
B0-636E,BADULLA DISTRICT,7305
B0-637,BADULLA DISTRICT,400
B0-637A,BADULLA DISTRICT,480.7
B0-637B,BADULLA DISTRICT,400
B0-637C,BADULLA DISTRICT,600
B0-637D,BADULLA DISTRICT,250
B0-637E,BADULLA DISTRICT,400
B0-637F,BADULLA DISTRICT,600
B0-637G,BADULLA DISTRICT,1000
B0-638,BADULLA DISTRICT,2694.73
B0-639,BADULLA DISTRICT,922.5
B0-639A,BADULLA DISTRICT,922.5
B0-639B,BADULLA DISTRICT,922.5
B0-640,BADULLA DISTRICT,7096.55
B0-641,BADULLA DISTRICT,1581.7
B0-642,BADULLA DISTRICT,33894
B0-643,BADULLA DISTRICT,6906.95
B0-644,BADULLA DISTRICT,2560
B0-645,BADULLA DISTRICT,579.07
B0-646,BADULLA DISTRICT,3013.5
B0-647,BADULLA DISTRICT,35.9
B0-648,BADULLA DISTRICT,127.55
B0-649,BADULLA DISTRICT,150.06
B0-704,BADULLA DISTRICT,1100
B0-705,BADULLA DISTRICT,2750
B0-711,BADULLA DISTRICT,110
B0-712,BADULLA DISTRICT,220
B0-713,BADULLA DISTRICT,440
B0-714,BADULLA DISTRICT,770
B0-715,BADULLA DISTRICT,550
B0-716,BADULLA DISTRICT,82.5
B0-717,BADULLA DISTRICT,440
B0-718,BADULLA DISTRICT,550
B0-720,BADULLA DISTRICT,110
B0-723,BADULLA DISTRICT,220
B0-732,BADULLA DISTRICT,550
B0-741,BADULLA DISTRICT,220
B0-746,BADULLA DISTRICT,550
B0-751,BADULLA DISTRICT,330
B0-752,BADULLA DISTRICT,110
B0-761,BADULLA DISTRICT,1430
B0-762,BADULLA DISTRICT,2200
B0-781,BADULLA DISTRICT,55
B0-782,BADULLA DISTRICT,55
B0-784,BADULLA DISTRICT,27.5
B0-785,BADULLA DISTRICT,38.5
B0-786,BADULLA DISTRICT,110
B0-787,BADULLA DISTRICT,110
B0-788,BADULLA DISTRICT,27.5
B0-791,BADULLA DISTRICT,250
B0-792,BADULLA DISTRICT,93.75
B0-800,BADULLA DISTRICT,300
B0-801,BADULLA DISTRICT,300
B0-802,BADULLA DISTRICT,310
B0-803,BADULLA DISTRICT,4008
B0-804,BADULLA DISTRICT,32
B0-805,BADULLA DISTRICT,32
B0-806,BADULLA DISTRICT,32
B0-810,BADULLA DISTRICT,3.35
B0-811,BADULLA DISTRICT,4.26
B0-812,BADULLA DISTRICT,5.18
B0-813,BADULLA DISTRICT,6.09
B0-814,BADULLA DISTRICT,7.01
B0-814A,BADULLA DISTRICT,8.23
B0-815,BADULLA DISTRICT,9.75
B0-816,BADULLA DISTRICT,10.67
B0-817,BADULLA DISTRICT,12.19
B0-818,BADULLA DISTRICT,13.41
B0-819,BADULLA DISTRICT,16.15
B0-830,BADULLA DISTRICT,9.5
B0-831,BADULLA DISTRICT,11.5
B0-832,BADULLA DISTRICT,13.5
B0-833,BADULLA DISTRICT,14.5
B0-834,BADULLA DISTRICT,15.5
B0-835,BADULLA DISTRICT,16.5
B0-850,BADULLA DISTRICT,10384.4
B0-851,BADULLA DISTRICT,12773
B0-852,BADULLA DISTRICT,13692.55
B0-853,BADULLA DISTRICT,18179.75
B0-854,BADULLA DISTRICT,27576.05
B0-850A,BADULLA DISTRICT,11985.05
B0-851A,BADULLA DISTRICT,14998.2
B0-852A,BADULLA DISTRICT,15932.1
B0-853A,BADULLA DISTRICT,22448.9
B0-854A,BADULLA DISTRICT,31981.2
B0-860,BADULLA DISTRICT,302.5
B0-900,BADULLA DISTRICT,98496
B0-901,BADULLA DISTRICT,478800
B0-902,BADULLA DISTRICT,490140
B0-903,BADULLA DISTRICT,1235532
B0-904,BADULLA DISTRICT,1581021
B0-905,BADULLA DISTRICT,768285
B0-906,BADULLA DISTRICT,1044855
B0-907,BADULLA DISTRICT,1365000
B0-908,BADULLA DISTRICT,817656
B0-909,BADULLA DISTRICT,1627500
B0-910,BADULLA DISTRICT,698775
B0-911,BADULLA DISTRICT,867825
B0-912,BADULLA DISTRICT,3360
B0-913,BADULLA DISTRICT,5460
B0-914,BADULLA DISTRICT,420
B0-915,BADULLA DISTRICT,504
B0-916,BADULLA DISTRICT,8715
B0-917,BADULLA DISTRICT,139834
B0-918,BADULLA DISTRICT,142170
B0-919,BADULLA DISTRICT,262353
B0-920,BADULLA DISTRICT,37107
B0-921,BADULLA DISTRICT,176421
B0-922,BADULLA DISTRICT,176421
B0-923,BADULLA DISTRICT,92400
B0-924,BADULLA DISTRICT,22785
B0-925,BADULLA DISTRICT,1942193
B0-926,BADULLA DISTRICT,644490
B0-927,BADULLA DISTRICT,866250
B0-928,BADULLA DISTRICT,28253
B0-929,BADULLA DISTRICT,53772
B0-930,BADULLA DISTRICT,8828.8
B0-931,BADULLA DISTRICT,5338
B0-932,BADULLA DISTRICT,6119
B0-933,BADULLA DISTRICT,3645
B0-934,BADULLA DISTRICT,60803
B0-935,BADULLA DISTRICT,11978
B0-936,BADULLA DISTRICT,131250
B0-937,BADULLA DISTRICT,11652
B0-938,BADULLA DISTRICT,10350
B0-939,BADULLA DISTRICT,14700
B0-940,BADULLA DISTRICT,165354
B0-941,BADULLA DISTRICT,420000
B0-1001,BADULLA DISTRICT,6000
B0-1002,BADULLA DISTRICT,8083.33
B0-1003,BADULLA DISTRICT,4766.67
B0-1004,BADULLA DISTRICT,7183.33
B0-1005,BADULLA DISTRICT,10708.33
B0-1006,BADULLA DISTRICT,7250
B0-1008,BADULLA DISTRICT,17250
B0-1009,BADULLA DISTRICT,8975
B0-1010,BADULLA DISTRICT,10666.67
B0-1011,BADULLA DISTRICT,24975
B0-1012,BADULLA DISTRICT,12800
B0-1021,BADULLA DISTRICT,247.94
B0-1022,BADULLA DISTRICT,572.73
B0-1023,BADULLA DISTRICT,714.07
B0-1024,BADULLA DISTRICT,887.36
B0-1025,BADULLA DISTRICT,644.66
B0-1026,BADULLA DISTRICT,1115.74
B0-1027,BADULLA DISTRICT,1105.93
B0-1028,BADULLA DISTRICT,1477
B0-1029,BADULLA DISTRICT,1506.32
B0-1030,BADULLA DISTRICT,2302.87
B0-1041,BADULLA DISTRICT,1622.93
T1-001,BADULLA DISTRICT,634.2
T1-002,BADULLA DISTRICT,460.3
T1-003,BADULLA DISTRICT,493.15
T1-003A,BADULLA DISTRICT,76.7
T1-003B,BADULLA DISTRICT,51.5
"T1-003A, T1-003B: CODES CHANGED AS T1-003A AND T1-003B",BADULLA DISTRICT,166.9
T1-006,BADULLA DISTRICT,166.9
T1-007,BADULLA DISTRICT,55.65
T1-007A,BADULLA DISTRICT,54.45
T1-008 : CODE AMENDED AS T1-007A,BADULLA DISTRICT,37.2
T1-009,BADULLA DISTRICT,37.2
T1-010,BADULLA DISTRICT,70.5
T1-010A,BADULLA DISTRICT,15.85
T1-010B,BADULLA DISTRICT,11
T1-011 & T1-012 CODES CHANGED,BADULLA DISTRICT,39.4
T1-013,BADULLA DISTRICT,39.4
T1-014,BADULLA DISTRICT,16.9
T1-015,BADULLA DISTRICT,52.8
T1-015A,BADULLA DISTRICT,12.95
T1-015B,BADULLA DISTRICT,9.25
T1-016 & T1-017 CODES CHANGED,BADULLA DISTRICT,59.4
T1-018,BADULLA DISTRICT,59.4
T1-018A,BADULLA DISTRICT,14.6
T1-018B,BADULLA DISTRICT,10.4
T1-019 & T1-020 : CODES CHANGED,BADULLA DISTRICT,79.2
T1-021,BADULLA DISTRICT,79.2
T1-021A,BADULLA DISTRICT,19.45
T1-021B,BADULLA DISTRICT,13.85
T1-022 & T1-023: CODES CHANGED,BADULLA DISTRICT,118.8
T1-024,BADULLA DISTRICT,118.8
T1-024A,BADULLA DISTRICT,29.2
T1-024B,BADULLA DISTRICT,20.75
T1-025 & T1-026: CODES CHANGED,BADULLA DISTRICT,158.4
T1-027,BADULLA DISTRICT,158.4
T1-027A,BADULLA DISTRICT,38.9
T1-027B,BADULLA DISTRICT,27.7
T1-028 & T1-029: CODES CHANGED,BADULLA DISTRICT,237.6
T1-030,BADULLA DISTRICT,237.6
T1-030A,BADULLA DISTRICT,58.35
T1-030B,BADULLA DISTRICT,41.55
T1-031 & T1-032: CODES CHANGED,BADULLA DISTRICT,525.9
T1-033,BADULLA DISTRICT,525.9
T1-033A,BADULLA DISTRICT,167.45
T1-033B,BADULLA DISTRICT,120.85
T1-034 & T1-035: CODES CHANGED,BADULLA DISTRICT,121.5
T1-036,BADULLA DISTRICT,121.5
T1-037,BADULLA DISTRICT,141.75
T1-038,BADULLA DISTRICT,281.25
T1-039,BADULLA DISTRICT,468
T1-040,BADULLA DISTRICT,609.75
T1-041,BADULLA DISTRICT,1125
T1-042,BADULLA DISTRICT,2250
T1-043,BADULLA DISTRICT,4.25
T1-044,BADULLA DISTRICT,6.3
T1-045,BADULLA DISTRICT,9.4
T1-046,BADULLA DISTRICT,11.65
T1-047,BADULLA DISTRICT,5.9
T1-048,BADULLA DISTRICT,6.8
T1-049,BADULLA DISTRICT,3
E1-001,BADULLA DISTRICT,850.25
E1-002,BADULLA DISTRICT,1054
E1-003,BADULLA DISTRICT,1257.75
E1-004,BADULLA DISTRICT,1131.95
E1-005,BADULLA DISTRICT,1665.2
E1-006,BADULLA DISTRICT,1415.4
E1-007,BADULLA DISTRICT,2480.1
E1-008,BADULLA DISTRICT,2108.1
E1-009,BADULLA DISTRICT,1801
E1-010,BADULLA DISTRICT,2683.85
E1-010A,BADULLA DISTRICT,2072.65
E1-011,BADULLA DISTRICT,1665.2
E1-012,BADULLA DISTRICT,2072.65
E1-013,BADULLA DISTRICT,2887.6
E1-014,BADULLA DISTRICT,2208.5
E1-015,BADULLA DISTRICT,2480.1
E1-016,BADULLA DISTRICT,3295.05
E1-017,BADULLA DISTRICT,3295.05
E1-018,BADULLA DISTRICT,3295.05
E1-019,BADULLA DISTRICT,3295.05
E1-020,BADULLA DISTRICT,203.75
E1-021,BADULLA DISTRICT,203.75
E1-022,BADULLA DISTRICT,268.95
E1-023,BADULLA DISTRICT,3150.75
E1-024,BADULLA DISTRICT,3911.65
E1-025,BADULLA DISTRICT,4617.45
E1-026,BADULLA DISTRICT,5731.2
E1-027,BADULLA DISTRICT,391.05
E1-028,BADULLA DISTRICT,142.45
E1-029,BADULLA DISTRICT,47.5
E1-029A,BADULLA DISTRICT,9.5
EW1-001 & EW1-011 IN THIS SHEDULE IS BASED ON MANUAL,BADULLA DISTRICT,2394.7
EW1-001,BADULLA DISTRICT,2394.7
EW1-002,BADULLA DISTRICT,284.35
EW1-003 *,BADULLA DISTRICT,638.5
EW1-003A,BADULLA DISTRICT,288.2
EW1-004,BADULLA DISTRICT,772.4
EW1-005,BADULLA DISTRICT,737.05
EW1-006,BADULLA DISTRICT,737.05
EW1-007,BADULLA DISTRICT,673.7
EW1-008,BADULLA DISTRICT,916.8
EW1-009,BADULLA DISTRICT,104.4
EW1-010,BADULLA DISTRICT,94.95
EW1-011,BADULLA DISTRICT,1702
EW1-012,BADULLA DISTRICT,1263.8
EW1-013,BADULLA DISTRICT,1263.8
EW1-014,BADULLA DISTRICT,910.45
EW1-015,BADULLA DISTRICT,88.65
